10005103	690000	180	Uygun	20
1108042	440000	120	Uygun	24
12497729	490000	160	Uygun	3
12748522	580000	100	Uygun	38
14363743	645000	70	Uygun	20
1514239	420000	75	Uygun	25
15395342	160000	80	Uygun değil	20
16603754	382000	140	Uygun	10
16723985	360000	110	Uygun	0
17462287	450000	125	Uygun değil	15
17697337	480000	160	Uygun	0
17713682	200000	80	Uygun değil	6
17909432	300000	95	Uygun değil	14
18230322	250000	85	Uygun değil	10
18248561	900000	125	Uygun	3
18579922	300000	90	Uygun değil	8
18609188	425000	80	Uygun	2
18658896	410000	75	Uygun	5
18885413	595000	100	Uygun	25
18967739	300000	100	Uygun değil	16
18967894	400000	160	Uygun değil	16
19197278	580000	80	Uygun	25
19644320	235000	75	Uygun	0
19773812	500000	150	Uygun	25
19827759	500000	160	Uygun	0
19967666	750000	160	Uygun	25
19978227	750000	160	Uygun	25
20027008	900000	140	Uygun	3
20077369	300000	85	Uygun değil	10
20144528	2000000	120	Uygun	10
20160243	850000	90	Uygun	0
20230917	325000	100	Uygun değil	15
20689545	328500	105	Uygun değil	12
21202454	950000	160	Uygun	25
21269327	245000	50	Uygun	0
21299319	950000	110	Uygun	24
21320216	140000	70	Uygun değil	20
21430400	500000	85	Uygun	15
21461154	245000	75	Uygun	0
21535496	390000	140	Uygun değil	15
21615834	900000	140	Uygun	30
21736629	200000	80	Uygun değil	20
21967962	420000	75	Uygun	45
22099126	345000	90	Uygun	1
22131351	1300000	150	Uygun	0
22356446	320000	90	Uygun	7
22467469	345000	90	Uygun	1
22501788	250000	75	Uygun	0
22515189	380000	95	Uygun	0
22575101	160000	50	Uygun değil	4
22600836	220000	75	Uygun	6
23112725	1490000	140	Uygun	30
23194608	350000	90	Uygun	1
23220422	210000	75	Uygun	30
23389144	250000	75	Uygun	0
23520154	199000	72	Uygun	0
23529133	1750000	119	Uygun	46
23600890	675000	100	Uygun	16
23720771	650000	150	Uygun	17
23720847	445000	135	Uygun	0
23752165	610000	140	Uygun	30
23801224	740000	120	Uygun	32
23832971	730000	125	Uygun	21
23896147	350000	120	Uygun	1
23926124	430000	120	Uygun	15
24052936	280000	85	Uygun değil	7
24090764	450000	120	Uygun	3
24178700	740000	140	Uygun	15
24280549	1100000	110	Uygun	20
24311308	1200000	250	Uygun	25
24328888	1250000	150	Uygun	0
24366158	1400000	170	Uygun	0
24406750	200000	120	Uygun değil	20
24424716	185000	110	Uygun değil	15
24604943	330000	85	Uygun	6
24788394	975000	150	Uygun	0
24836353	285000	60	Uygun	2
24985420	500000	80	Uygun	30
25041519	495000	170	Uygun	15
25051443	300000	65	Uygun	3
25057572	450000	75	Uygun	15
25130531	280000	75	Uygun	0
25143325	195000	65	Uygun	3
25183837	900000	135	Uygun	34
25212922	295000	50	Uygun	4
25213373	325000	125	Uygun değil	15
25285695	398500	125	Uygun	6
25306131	2800000	110	Uygun	10
25452610	180000	60	Uygun değil	15
25455483	230000	90	Uygun değil	16
25503584	410000	170	Uygun değil	6
25507238	240000	110	Uygun değil	14
25573805	245000	50	Uygun	0
25702848	500000	90	Uygun	25
25705133	185000	100	Uygun değil	18
25712187	420000	150	Uygun değil	20
25778678	900000	180	Uygun	24
25821597	550000	170	Uygun	8
25875211	250000	80	Uygun	8
25884965	410000	170	Uygun değil	6
25885198	525000	70	Uygun	27
25897373	465000	90	Bilinmiyor	20
25949564	310000	115	Uygun	4
25955051	760000	110	Uygun	40
25985632	625000	145	Uygun	15
26047699	265000	70	Uygun	0
26095267	900000	180	Uygun	18
26101009	800000	100	Uygun	25
26102397	1250000	140	Uygun değil	15
26131346	650000	270	Uygun	20
26169002	850000	125	Uygun	25
26177361	950000	180	Uygun	16
26190682	340000	105	Uygun	1
26191213	250000	50	Uygun	0
26225441	180000	55	Uygun	19
26242961	350000	115	Uygun	16
26471211	270000	75	Uygun	1
26528622	210000	55	Uygun	1
26562204	350000	120	Uygun	25
26564314	260000	77	Uygun	20
26584009	290000	75	Uygun	1
26633619	250000	60	Uygun	1
26643012	240000	60	Uygun	3
26648659	450000	110	Uygun	16
26651358	450000	120	Uygun değil	12
26691965	165000	65	Uygun değil	20
26717210	22220000	500	Uygun	0
26765614	660000	80	Uygun	0
26815107	850000	125	Uygun	35
26837233	450000	70	Uygun	1
26861651	450000	75	Uygun	0
26909722	850000	95	Uygun	0
26909813	1850000	185	Uygun	0
26957829	1000000	120	Uygun	1
26967464	450000	85	Uygun	1
27000553	305000	85	Uygun	12
27006785	1050000	170	Uygun	30
27015995	670000	160	Uygun	1
27038746	674000	115	Uygun	25
27045250	520000	120	Uygun	1
27047997	450000	110	Uygun değil	0
27102337	390000	70	Uygun	0
27266712	460000	85	Uygun	45
27397931	195000	90	Bilinmiyor	23
27410391	350000	100	Uygun değil	15
27470883	360000	120	Uygun	18
27514174	350000	130	Uygun	0
27514447	495000	110	Uygun	0
27519465	270000	90	Uygun	0
27521809	470000	85	Uygun	0
27522072	680000	145	Uygun	0
27522585	460000	120	Uygun	0
27528241	750000	60	Uygun	40
27571776	475000	55	Uygun	0
27572247	675000	80	Uygun	0
27574980	875000	105	Uygun	0
27606146	295000	95	Uygun	0
27623340	230000	85	Uygun değil	15
27623694	290000	95	Uygun	0
27649949	215000	65	Uygun	2
27672205	250000	85	Uygun değil	15
27681521	850000	120	Uygun	0
27681691	675000	80	Uygun	0
27681838	220000	55	Uygun	0
27682046	475000	55	Uygun	0
27687140	140000	60	Uygun değil	4
27692238	350000	70	Uygun	3
27698772	225000	70	Uygun değil	20
27736868	410000	135	Uygun	0
27753946	650000	110	Uygun	15
27753989	440000	85	Uygun	15
27755124	750000	95	Uygun	25
27797292	600000	90	Uygun	31
27835219	140000	70	Uygun değil	17
27839828	820000	140	Uygun	30
27841755	890000	145	Uygun	33
27860621	240000	85	Uygun değil	8
27860779	280000	85	Uygun değil	15
27935940	450000	160	Uygun	0
28001313	2200000	127	Uygun	6
28064989	350000	70	Uygun	3
28081297	600000	220	Uygun değil	13
28086192	280000	65	Uygun	0
28087749	1250000	170	Uygun	0
28088077	1500000	180	Uygun	0
28088406	1550000	180	Uygun	0
28099560	575000	110	Uygun	22
28100361	360000	130	Uygun	1
28181739	345000	100	Uygun	0
28184072	248000	95	Uygun	0
28250606	675000	90	Uygun	25
28324772	550000	160	Uygun	0
28328849	370000	140	Uygun	0
28345465	175000	70	Uygun değil	19
28379386	370000	140	Uygun	0
28409193	425000	150	Uygun	7
28409402	650000	60	Uygun	0
28434034	180000	80	Uygun değil	12
28486685	495000	125	Uygun	14
28487590	390000	90	Uygun	25
28490398	190000	60	Uygun	4
28537508	230000	75	Uygun	2
28555049	565000	65	Uygun	0
28556915	350000	80	Uygun	0
28565453	250000	65	Uygun	0
28584699	1400000	160	Uygun	30
28684636	400000	75	Uygun	25
28843537	160000	60	Uygun değil	35
28860901	800000	110	Uygun	45
28894249	520000	90	Uygun	30
28914038	350000	110	Uygun	0
28915045	350000	110	Uygun	20
28937149	1200000	140	Uygun	0
28940520	650000	65	Uygun	0
28941124	620000	90	Uygun	30
29008867	525000	110	Uygun	12
29031813	200000	70	Uygun	0
29042666	1200000	280	Uygun	20
29047438	520000	160	Uygun	1
29094563	750000	220	Uygun	30
29107719	1150000	130	Uygun	25
29142390	720000	60	Uygun	0
29149638	350000	90	Uygun değil	30
29151258	310000	70	Uygun	2
29174052	465000	70	Uygun	30
29184063	1500000	155	Uygun	0
29185625	1600000	160	Uygun	0
29190935	325000	75	Uygun	35
29218096	900000	140	Uygun	40
29234498	550000	100	Uygun	0
29255233	690000	160	Uygun	15
29283616	980000	140	Uygun	30
29283918	160000	75	Uygun değil	17
29288727	650000	60	Uygun	0
29291158	329000	80	Uygun	0
29291585	429000	85	Uygun	0
29315128	260000	70	Uygun	0
29315461	235000	85	Uygun değil	15
29333950	260000	70	Uygun	0
29334919	420000	140	Uygun	0
29335235	460000	85	Uygun	0
29335824	480000	125	Uygun	0
29339636	640000	80	Uygun	33
29397536	510000	140	Uygun	18
29416862	580000	130	Uygun	0
29417109	395000	75	Uygun	0
29417898	430000	80	Uygun	0
29419309	430000	80	Uygun	0
29419586	265000	50	Uygun	0
29419788	320000	70	Uygun	0
29432884	225000	75	Uygun	0
29433043	275000	75	Uygun	0
29433132	325000	85	Uygun	0
29449816	290000	95	Uygun	5
29451194	325000	90	Uygun	2
29452238	180000	75	Uygun	10
29462273	670000	140	Uygun	35
29465234	450000	85	Uygun	28
29475803	325000	75	Uygun değil	19
29522465	550000	82	Uygun	20
29524929	650000	75	Uygun	0
29526046	450000	50	Uygun	0
29532789	675000	75	Uygun	0
29533646	675000	75	Uygun	0
29534097	900000	110	Uygun	0
29536193	485000	220	Uygun	25
29566360	650000	100	Uygun	55
29566563	730000	130	Uygun	25
29568401	380000	75	Uygun değil	12
29585312	210000	72	Uygun değil	10
29593386	730000	120	Uygun	21
29607927	475000	90	Uygun	25
29607949	230000	85	Uygun değil	14
29634670	305000	80	Uygun	15
29643316	835000	140	Uygun	30
29659386	200000	60	Uygun	0
29739861	420000	100	Uygun	20
29751377	425000	82	Uygun	25
29827962	880000	150	Uygun	11
29830279	260000	60	Uygun	2
29833576	8850000	330	Uygun	8
29844784	975000	85	Uygun	0
29846497	1700000	145	Uygun	15
29847854	1750000	190	Uygun	1
29860151	610000	95	Uygun	20
29870249	320000	90	Uygun değil	14
29871513	950000	100	Uygun	0
29896615	360000	80	Uygun	23
29899522	4080000	147	Uygun	8
29948443	415000	72	Uygun	25
29949843	250000	100	Uygun	0
29953274	330000	110	Uygun	25
29967061	290000	100	Uygun değil	14
30002506	280000	50	Uygun	2
30032641	360000	72	Uygun	25
30037576	470000	140	Uygun	30
30046337	290000	100	Uygun değil	15
30047214	1200000	150	Uygun	0
30061152	515000	110	Uygun	12
30071566	175000	85	Uygun değil	10
30072898	1800000	170	Uygun	2
30073236	1850000	170	Uygun	2
30087978	440000	120	Uygun	0
30089897	525000	150	Uygun	21
30101577	495000	105	Uygun	5
30112207	325000	105	Uygun değil	14
30119293	1500000	160	Uygun	0
30121562	1000000	80	Uygun	2
30130446	1850000	170	Uygun	2
30130596	850000	80	Uygun	2
30132792	675000	110	Uygun	40
30144071	225000	60	Uygun değil	12
30147242	420000	90	Uygun	20
30162427	495000	80	Uygun	0
30166851	600000	130	Uygun	20
30179391	470000	70	Uygun	25
30204851	730000	135	Uygun	17
30241376	300000	65	Uygun	0
30261331	550000	130	Uygun	5
30261866	370000	140	Uygun	5
30266105	185000	85	Uygun değil	18
30273060	320000	90	Uygun	6
30274381	1250000	110	Uygun	29
30289920	420000	75	Uygun	30
30318561	365000	85	Uygun değil	21
30330374	345000	125	Uygun	0
30334829	625000	120	Uygun	30
30335211	500000	85	Uygun	40
30349653	500000	120	Uygun	26
30354348	510000	90	Uygun	40
30371875	950000	150	Uygun	20
30381821	650000	130	Uygun	25
30383618	560000	90	Uygun	22
30397317	1800000	160	Uygun	20
30417383	490000	85	Uygun	0
30419703	495000	85	Uygun	0
30420518	400000	90	Uygun	25
30423712	350000	140	Uygun	1
30423782	240000	70	Uygun	1
30424937	190000	80	Uygun değil	20
30436059	550000	120	Uygun	12
30467499	335000	70	Uygun	2
30472821	590000	95	Uygun	25
30479444	950000	200	Uygun değil	15
30479950	349000	60	Uygun	30
30487516	530000	160	Uygun	0
30495339	385000	55	Uygun	33
30511183	900000	140	Uygun	25
30529349	324000	110	Uygun değil	15
30540019	385000	110	Uygun değil	19
30572896	545000	90	Uygun	29
30581790	1500000	160	Uygun	40
30603720	430000	150	Uygun	1
30610809	630000	90	Uygun	30
30623830	200000	90	Uygun değil	5
30626941	370000	135	Uygun	0
30646705	365000	140	Uygun	0
30657140	875000	120	Uygun	18
30709425	360000	140	Uygun	3
30715288	520000	100	Uygun	15
30734600	550000	85	Uygun	0
30741285	340000	150	Uygun	0
30755972	390000	80	Uygun	25
30763215	440000	80	Uygun	25
30775402	260000	90	Uygun değil	18
30777462	850000	100	Uygun	0
30782098	270000	90	Uygun	20
30788692	550000	105	Uygun	25
30792065	230000	75	Uygun	0
30811948	385000	70	Uygun	35
30814077	1300000	130	Uygun	0
30819056	490000	140	Uygun	0
30825425	390000	110	Uygun	0
30828830	590000	95	Uygun	26
30879160	350000	125	Uygun	0
30884551	210000	85	Uygun değil	12
30886278	245000	75	Uygun	0
30901492	495000	145	Uygun	1
30919463	415000	85	Uygun	20
30958092	525000	110	Uygun	10
30999507	255000	75	Uygun	4
31004466	230000	70	Uygun	26
31020565	625000	90	Uygun	40
31032505	790000	120	Uygun	2
31034107	600000	120	Uygun	25
31037996	650000	100	Bilinmiyor	20
31058503	365000	95	Uygun	20
31058533	335000	100	Uygun	6
31058690	215000	60	Uygun	0
31069164	240000	65	Uygun	0
31069231	170000	65	Uygun	0
31085163	300000	80	Uygun	0
31114886	360000	110	Uygun	1
31116424	510000	120	Uygun	29
31132029	550000	90	Uygun	30
31136854	700000	85	Uygun	0
31147152	900000	120	Uygun	20
31165214	900000	125	Uygun	30
31165782	765000	140	Uygun değil	14
31172317	890000	126	Uygun	1
31175519	450000	60	Uygun	5
